CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn,,,,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn
20553,49,Male,3,29,5,17,Standard,Quarterly,229,3,1,,,,,,,,,,,
20554,35,Female,48,3,3,15,Standard,Quarterly,664,19,1,,,,,,,,,,,
20555,44,Female,3,27,8,16,Premium,Annual,293,30,1,,,,,,,,,,,
20556,64,Male,42,2,8,26,Basic,Monthly,767,15,1,,,,,,,,,,,
20557,43,Male,23,30,0,30,Premium,Quarterly,553,7,1,,,,,,,,,,,
20558,43,Female,11,3,5,2,Basic,Quarterly,242,21,1,,,,,,,,,,,
20559,47,Female,1,23,3,0,Basic,Annual,798,19,1,,,,,,,,,,,
20560,49,Male,32,22,2,12,Basic,Monthly,247,22,1,,,,,,,,,,,
20561,46,Male,27,6,5,12,Premium,Quarterly,702,24,1,,,,,,,,,,,
20562,25,Female,5,3,6,6,Standard,Monthly,683,19,1,,,,,,,,,,,
20563,59,Male,19,23,2,7,Basic,Quarterly,120,29,1,,,,,,,,,,,
20564,43,Male,27,22,0,22,Standard,Annual,426,11,1,,,,,,,,,,,
20565,33,Female,9,20,8,26,Premium,Quarterly,249,3,1,,,,,,,,,,,
20566,60,Female,43,14,4,10,Premium,Quarterly,421,21,1,,,,,,,,,,,
20567,60,Female,36,24,9,12,Basic,Annual,132,2,1,,,,,,,,,,,
20568,52,Female,27,7,1,13,Standard,Quarterly,906,7,1,,,,,,,,,,,
20569,25,Female,39,19,6,26,Premium,Monthly,166,14,1,,,,,,,,,,,
20570,25,Female,29,14,7,19,Standard,Monthly,714,18,1,,,,,,,,,,,
20571,54,Female,50,29,0,23,Standard,Quarterly,871,12,1,,,,,,,,,,,
20572,44,Female,33,8,10,21,Basic,Quarterly,926,28,1,,,,,,,,,,,
20573,53,Female,47,9,3,21,Basic,Quarterly,644,11,1,,,,,,,,,,,
20574,57,Female,15,29,6,19,Premium,Quarterly,813,26,1,,,,,,,,,,,
20575,36,Male,12,17,9,28,Basic,Annual,972,17,1,,,,,,,,,,,
20576,52,Female,29,25,1,30,Basic,Quarterly,737,28,1,,,,,,,,,,,
20577,39,Male,16,20,5,11,Premium,Monthly,356,27,1,,,,,,,,,,,
20578,65,Male,28,12,6,22,Standard,Quarterly,462,5,1,,,,,,,,,,,
20579,31,Female,36,4,7,9,Basic,Annual,478,8,1,,,,,,,,,,,
20580,58,Male,52,23,9,3,Basic,Annual,715,12,1,,,,,,,,,,,
20581,20,Female,54,9,5,13,Basic,Quarterly,654,16,1,,,,,,,,,,,
20582,35,Female,23,16,8,6,Standard,Annual,811,15,1,,,,,,,,,,,
20583,60,Female,34,26,9,9,Standard,Annual,178,2,1,,,,,,,,,,,
20584,22,Female,32,4,3,6,Standard,Quarterly,918,25,1,,,,,,,,,,,
20585,59,Female,46,25,5,12,Basic,Annual,948,24,1,,,,,,,,,,,
20586,62,Female,25,16,8,24,Standard,Annual,277,22,1,,,,,,,,,,,
20587,44,Female,41,10,10,1,Premium,Quarterly,701,3,1,,,,,,,,,,,
20588,42,Male,1,13,9,7,Basic,Monthly,393,26,1,,,,,,,,,,,
20589,64,Male,44,14,4,17,Standard,Annual,689,1,1,,,,,,,,,,,
20590,49,Male,56,24,10,24,Basic,Quarterly,951,10,1,,,,,,,,,,,
20591,42,Male,2,11,5,3,Basic,Annual,144,30,1,,,,,,,,,,,
20592,59,Female,2,17,6,9,Premium,Annual,381,10,1,,,,,,,,,,,
20593,65,Female,6,24,2,30,Premium,Quarterly,335,8,1,,,,,,,,,,,
20594,60,Male,23,11,7,16,Standard,Annual,184,22,1,,,,,,,,,,,
20595,39,Male,37,3,7,8,Basic,Annual,598,4,1,,,,,,,,,,,
20596,48,Male,24,3,10,6,Standard,Monthly,315,10,1,,,,,,,,,,,
20597,63,Female,56,15,10,5,Basic,Quarterly,364,15,1,,,,,,,,,,,
20598,48,Male,56,25,5,0,Basic,Monthly,669,17,1,,,,,,,,,,,
20599,32,Female,21,27,8,0,Basic,Quarterly,471,29,1,,,,,,,,,,,
20600,22,Male,16,17,4,10,Standard,Monthly,379,16,1,,,,,,,,,,,
20601,60,Male,40,28,5,29,Standard,Annual,146,22,1,,,,,,,,,,,
20602,39,Female,29,29,5,21,Standard,Monthly,210,19,1,,,,,,,,,,,
20603,25,Female,58,25,1,14,Premium,Monthly,555,24,1,,,,,,,,,,,
20604,21,Female,23,3,6,3,Premium,Annual,352,15,1,,,,,,,,,,,
20605,42,Male,23,23,6,18,Premium,Annual,534,1,1,,,,,,,,,,,
20606,28,Male,3,16,3,21,Premium,Annual,110,23,1,,,,,,,,,,,
20607,60,Female,59,6,7,2,Standard,Quarterly,416,22,1,,,,,,,,,,,
20608,22,Female,34,11,0,17,Standard,Monthly,794,18,1,,,,,,,,,,,
20609,21,Female,59,8,3,4,Premium,Quarterly,913,8,1,,,,,,,,,,,
20610,49,Female,27,26,7,22,Standard,Monthly,795,11,1,,,,,,,,,,,
20611,57,Female,2,28,0,28,Standard,Quarterly,544,4,1,,,,,,,,,,,
20612,19,Male,2,26,3,16,Basic,Monthly,751,7,1,,,,,,,,,,,
20613,23,Male,56,10,1,4,Basic,Quarterly,414,11,1,,,,,,,,,,,
20614,32,Male,19,2,3,27,Standard,Annual,881,10,1,,,,,,,,,,,
20615,65,Female,6,12,6,24,Basic,Quarterly,760,21,1,,,,,,,,,,,
20616,38,Male,50,27,1,14,Standard,Annual,379,29,1,,,,,,,,,,,
20617,41,Female,50,17,9,1,Premium,Annual,691,16,1,,,,,,,,,,,
20618,28,Female,20,6,9,9,Premium,Quarterly,605,17,1,,,,,,,,,,,
20619,29,Male,29,17,3,12,Premium,Quarterly,596,25,1,,,,,,,,,,,
20620,35,Female,57,14,5,8,Premium,Monthly,463,3,1,,,,,,,,,,,
20621,60,Male,53,26,9,4,Standard,Monthly,816,19,1,,,,,,,,,,,
20622,59,Male,13,17,9,15,Standard,Annual,946,10,1,,,,,,,,,,,
20623,34,Female,54,26,0,21,Standard,Monthly,791,11,1,,,,,,,,,,,
20624,41,Female,47,18,9,22,Standard,Monthly,237,17,1,,,,,,,,,,,
20625,61,Female,53,20,1,26,Standard,Monthly,714,24,1,,,,,,,,,,,
20626,51,Male,23,28,7,25,Premium,Monthly,501,12,1,,,,,,,,,,,
20627,48,Female,15,15,5,22,Premium,Monthly,118,1,1,,,,,,,,,,,
20628,65,Male,49,12,10,1,Basic,Quarterly,136,10,1,,,,,,,,,,,
20629,61,Male,11,27,5,22,Basic,Quarterly,350,23,1,,,,,,,,,,,
20630,39,Male,1,15,9,30,Standard,Monthly,617,8,1,,,,,,,,,,,
20631,48,Male,4,15,7,11,Basic,Monthly,994,17,1,,,,,,,,,,,
20632,49,Female,57,17,9,5,Standard,Annual,306,2,1,,,,,,,,,,,
20633,51,Male,22,20,1,2,Basic,Annual,620,28,1,,,,,,,,,,,
20634,33,Female,20,22,2,3,Standard,Monthly,692,6,1,,,,,,,,,,,
20635,33,Female,33,30,10,30,Basic,Annual,272,17,1,,,,,,,,,,,
20636,38,Male,57,6,5,21,Basic,Annual,452,29,1,,,,,,,,,,,
20637,36,Female,47,27,7,23,Standard,Monthly,955,7,1,,,,,,,,,,,
20638,59,Female,43,26,0,30,Premium,Monthly,773,6,1,,,,,,,,,,,
20639,58,Male,44,18,7,21,Standard,Quarterly,407,16,1,,,,,,,,,,,
20640,27,Male,43,15,7,14,Basic,Monthly,364,16,1,,,,,,,,,,,
20641,20,Female,18,25,7,13,Premium,Annual,741,28,1,,,,,,,,,,,
20642,63,Male,10,25,8,8,Premium,Quarterly,878,19,1,,,,,,,,,,,
20643,65,Female,56,6,4,24,Premium,Quarterly,820,23,1,,,,,,,,,,,
20644,31,Male,17,21,4,7,Standard,Quarterly,952,16,1,,,,,,,,,,,
20645,62,Male,28,12,2,21,Standard,Quarterly,706,10,1,,,,,,,,,,,
20646,39,Female,34,26,7,27,Basic,Annual,621,16,1,,,,,,,,,,,
20647,57,Female,30,20,2,3,Standard,Quarterly,210,7,1,,,,,,,,,,,
20648,39,Female,27,28,4,7,Standard,Annual,229,17,1,,,,,,,,,,,
20649,55,Male,21,25,6,14,Basic,Monthly,562,25,1,,,,,,,,,,,
20650,34,Male,44,13,1,24,Standard,Quarterly,183,14,1,,,,,,,,,,,
20651,53,Male,16,25,0,15,Basic,Annual,958,18,1,,,,,,,,,,,
20652,22,Male,21,26,9,18,Basic,Quarterly,147,22,1,,,,,,,,,,,
20653,44,Female,50,22,4,19,Basic,Annual,790,17,1,,,,,,,,,,,
20654,60,Male,36,29,6,1,Basic,Annual,606,21,1,,,,,,,,,,,
20655,64,Male,15,12,7,5,Basic,Quarterly,642,1,1,,,,,,,,,,,
20656,19,Female,19,19,10,2,Premium,Quarterly,580,25,1,,,,,,,,,,,
20657,60,Male,47,17,10,28,Basic,Annual,935,24,1,,,,,,,,,,,
20658,58,Female,9,10,9,23,Premium,Monthly,238,27,1,,,,,,,,,,,
20659,61,Female,11,11,6,3,Basic,Quarterly,377,15,1,,,,,,,,,,,
20660,39,Male,36,13,1,6,Basic,Monthly,708,26,1,,,,,,,,,,,
20661,41,Female,32,24,3,28,Premium,Quarterly,792,28,1,,,,,,,,,,,
20662,61,Female,38,17,7,26,Premium,Annual,530,25,1,,,,,,,,,,,
20663,52,Male,59,21,8,5,Premium,Annual,400,10,1,,,,,,,,,,,
20664,57,Male,39,3,2,16,Standard,Quarterly,152,29,1,,,,,,,,,,,
20665,51,Male,22,24,0,29,Standard,Quarterly,150,24,1,,,,,,,,,,,
20666,56,Male,38,25,7,18,Standard,Monthly,724,4,1,,,,,,,,,,,
20667,21,Male,53,20,8,13,Standard,Quarterly,673,14,1,,,,,,,,,,,
20668,44,Female,15,26,6,26,Basic,Annual,478,22,1,,,,,,,,,,,
20669,24,Male,12,18,0,7,Standard,Monthly,289,11,1,,,,,,,,,,,
20670,55,Female,9,22,0,9,Standard,Quarterly,575,30,1,,,,,,,,,,,
20671,47,Female,42,15,6,26,Premium,Monthly,411,11,1,,,,,,,,,,,
20672,38,Female,12,19,6,19,Premium,Monthly,750,9,1,,,,,,,,,,,
20673,58,Male,45,10,4,2,Premium,Annual,844,18,1,,,,,,,,,,,
20674,21,Male,40,30,9,15,Premium,Quarterly,194,22,1,,,,,,,,,,,
20675,24,Female,20,28,8,4,Standard,Quarterly,389,29,1,,,,,,,,,,,
20676,25,Male,11,14,3,19,Basic,Annual,411,1,1,,,,,,,,,,,
20677,29,Male,55,6,4,19,Standard,Quarterly,534,25,1,,,,,,,,,,,
20678,47,Female,55,21,2,7,Basic,Monthly,825,26,1,,,,,,,,,,,
20679,49,Male,37,12,5,24,Premium,Monthly,981,21,1,,,,,,,,,,,
20680,36,Male,4,14,9,29,Standard,Quarterly,903,4,1,,,,,,,,,,,
20681,46,Male,35,29,9,1,Standard,Annual,295,23,1,,,,,,,,,,,
20682,44,Male,44,9,7,30,Standard,Monthly,549,3,1,,,,,,,,,,,
20683,57,Male,16,11,1,13,Premium,Annual,813,13,1,,,,,,,,,,,
20684,63,Male,60,3,9,22,Premium,Quarterly,357,13,1,,,,,,,,,,,
20685,55,Female,18,2,0,0,Standard,Quarterly,146,8,1,,,,,,,,,,,
20686,21,Female,1,8,6,25,Premium,Quarterly,581,4,1,,,,,,,,,,,
20687,57,Female,43,9,6,25,Premium,Annual,248,20,1,,,,,,,,,,,
20688,56,Female,53,28,0,28,Standard,Annual,966,18,1,,,,,,,,,,,
20689,56,Male,14,11,9,11,Standard,Annual,608,26,1,,,,,,,,,,,
20690,47,Male,7,4,10,24,Premium,Monthly,577,23,1,,,,,,,,,,,
20691,48,Male,10,20,2,5,Premium,Monthly,523,16,1,,,,,,,,,,,
20692,56,Male,32,22,0,30,Basic,Annual,295,21,1,,,,,,,,,,,
20693,41,Male,34,5,3,5,Premium,Quarterly,323,18,1,,,,,,,,,,,
20694,36,Male,7,5,9,21,Basic,Annual,873,6,1,,,,,,,,,,,
20695,27,Male,16,30,10,26,Basic,Monthly,743,5,1,,,,,,,,,,,
20696,50,Female,3,11,3,13,Basic,Annual,870,6,1,,,,,,,,,,,
20697,56,Female,50,8,4,3,Basic,Quarterly,575,27,1,,,,,,,,,,,
20698,64,Male,10,5,0,8,Standard,Annual,899,27,1,,,,,,,,,,,
20699,46,Male,32,3,2,15,Standard,Quarterly,198,21,1,,,,,,,,,,,
20700,20,Female,57,29,4,5,Basic,Quarterly,401,14,1,,,,,,,,,,,
20701,35,Male,18,3,2,12,Standard,Monthly,133,30,1,,,,,,,,,,,
20702,64,Female,59,29,8,21,Standard,Quarterly,877,4,1,,,,,,,,,,,
20703,23,Female,20,15,2,26,Standard,Quarterly,370,2,1,,,,,,,,,,,
20704,56,Male,54,7,9,0,Basic,Annual,947,9,1,,,,,,,,,,,
20705,45,Female,17,24,1,26,Basic,Annual,921,8,1,,,,,,,,,,,
20706,57,Female,7,19,1,5,Standard,Monthly,691,3,1,,,,,,,,,,,
20707,25,Female,41,6,2,29,Standard,Annual,536,19,1,,,,,,,,,,,
20708,18,Male,12,9,8,12,Premium,Annual,391,10,1,,,,,,,,,,,
20709,40,Male,49,17,8,16,Standard,Monthly,973,8,1,,,,,,,,,,,
20710,59,Female,29,29,5,7,Standard,Monthly,502,24,1,,,,,,,,,,,
20711,33,Male,12,14,8,27,Standard,Quarterly,944,5,1,,,,,,,,,,,
20712,20,Male,5,6,3,30,Basic,Quarterly,552,30,1,,,,,,,,,,,
20713,61,Female,24,25,9,6,Premium,Quarterly,618,6,1,,,,,,,,,,,
20714,60,Female,8,10,3,22,Premium,Monthly,551,24,1,,,,,,,,,,,
20715,34,Female,1,4,5,26,Standard,Annual,269,6,1,,,,,,,,,,,
20716,51,Female,52,8,2,15,Premium,Annual,532,18,1,,,,,,,,,,,
20717,61,Female,43,1,1,2,Premium,Monthly,795,24,1,,,,,,,,,,,
20718,48,Male,18,3,1,13,Basic,Annual,829,11,1,,,,,,,,,,,
20719,22,Male,45,14,5,2,Standard,Annual,851,22,1,,,,,,,,,,,
20720,59,Female,41,19,1,10,Standard,Annual,975,15,1,,,,,,,,,,,
20721,41,Female,60,22,5,2,Basic,Quarterly,235,6,1,,,,,,,,,,,
20722,21,Female,35,25,5,20,Basic,Monthly,335,28,1,,,,,,,,,,,
20723,42,Male,45,11,10,28,Standard,Monthly,581,25,1,,,,,,,,,,,
20724,58,Male,20,25,4,17,Basic,Monthly,393,3,1,,,,,,,,,,,
20725,29,Female,20,23,6,3,Premium,Quarterly,580,25,1,,,,,,,,,,,
20726,53,Female,15,29,8,2,Basic,Quarterly,172,25,1,,,,,,,,,,,
20727,44,Male,9,8,2,24,Standard,Annual,702,17,1,,,,,,,,,,,
20728,24,Male,10,4,6,16,Basic,Monthly,976,29,1,,,,,,,,,,,
20729,19,Male,34,28,4,10,Basic,Monthly,942,11,1,,,,,,,,,,,
20730,20,Male,25,19,7,18,Standard,Annual,958,5,1,,,,,,,,,,,
20731,32,Female,19,1,7,28,Basic,Monthly,900,8,1,,,,,,,,,,,
20732,19,Female,24,19,5,13,Premium,Monthly,705,8,1,,,,,,,,,,,
20733,22,Male,18,27,6,8,Premium,Quarterly,552,8,1,,,,,,,,,,,
20734,38,Female,19,26,2,24,Standard,Monthly,718,15,1,,,,,,,,,,,
20735,53,Male,35,20,7,23,Premium,Quarterly,563,20,1,,,,,,,,,,,
20736,31,Female,55,21,4,29,Premium,Quarterly,608,26,1,,,,,,,,,,,
20737,61,Male,17,9,4,5,Premium,Monthly,696,16,1,,,,,,,,,,,
20738,41,Female,36,2,10,28,Basic,Annual,276,23,1,,,,,,,,,,,
20739,19,Male,14,13,4,2,Basic,Quarterly,997,30,1,,,,,,,,,,,
20740,59,Female,29,16,9,7,Basic,Monthly,589,26,1,,,,,,,,,,,
20741,54,Female,45,20,9,12,Standard,Quarterly,925,23,1,,,,,,,,,,,
20742,31,Female,28,19,4,29,Basic,Quarterly,777,4,1,,,,,,,,,,,
20743,63,Male,30,29,5,16,Premium,Quarterly,648,8,1,,,,,,,,,,,
20744,59,Male,44,10,0,18,Basic,Monthly,571,27,1,,,,,,,,,,,
20745,62,Female,6,26,1,8,Basic,Annual,756,20,1,,,,,,,,,,,
20746,63,Male,8,4,10,22,Standard,Monthly,652,5,1,,,,,,,,,,,
20747,20,Male,3,6,7,28,Basic,Quarterly,222,27,1,,,,,,,,,,,
20748,32,Female,52,19,10,12,Basic,Quarterly,340,19,1,,,,,,,,,,,
20749,61,Female,36,10,9,19,Standard,Quarterly,239,16,1,,,,,,,,,,,
20750,56,Male,31,12,8,30,Premium,Annual,112,18,1,,,,,,,,,,,
20751,40,Female,1,10,4,14,Premium,Annual,378,6,1,,,,,,,,,,,
20752,48,Male,8,19,7,7,Basic,Monthly,964,22,1,,,,,,,,,,,
20753,25,Male,32,17,4,23,Premium,Quarterly,731,7,1,,,,,,,,,,,
20754,52,Female,7,23,1,15,Standard,Annual,915,12,1,,,,,,,,,,,
20755,20,Male,48,28,4,21,Premium,Quarterly,452,15,1,,,,,,,,,,,
20756,62,Female,42,14,0,0,Premium,Annual,394,4,1,,,,,,,,,,,
20757,57,Female,42,2,6,9,Premium,Annual,624,21,1,,,,,,,,,,,
20758,18,Female,31,8,1,26,Basic,Quarterly,145,22,1,,,,,,,,,,,
20759,45,Male,11,6,10,18,Standard,Monthly,291,6,1,,,,,,,,,,,
20760,51,Male,44,16,10,13,Standard,Annual,453,2,1,,,,,,,,,,,
20761,22,Female,52,23,6,12,Premium,Annual,437,2,1,,,,,,,,,,,
20762,21,Female,14,25,0,2,Standard,Monthly,975,16,1,,,,,,,,,,,
20763,42,Female,8,12,10,18,Basic,Annual,756,27,1,,,,,,,,,,,
20764,34,Male,22,11,7,17,Basic,Annual,398,7,1,,,,,,,,,,,
20765,59,Male,39,1,6,18,Basic,Monthly,701,14,1,,,,,,,,,,,
20766,26,Female,11,18,1,12,Basic,Annual,930,23,1,,,,,,,,,,,
20767,62,Male,48,3,5,26,Standard,Monthly,302,19,1,,,,,,,,,,,
20768,29,Female,21,15,9,3,Standard,Monthly,501,10,1,,,,,,,,,,,
20769,52,Female,53,24,1,1,Basic,Monthly,632,16,1,,,,,,,,,,,
20770,61,Male,59,7,2,26,Standard,Annual,447,27,1,,,,,,,,,,,
20771,38,Male,5,4,4,0,Basic,Annual,318,11,1,,,,,,,,,,,
20772,54,Female,44,5,2,8,Basic,Quarterly,665,29,1,,,,,,,,,,,
20773,48,Male,28,19,7,27,Standard,Annual,750,22,1,,,,,,,,,,,
20774,33,Female,40,2,10,30,Premium,Monthly,163,6,1,,,,,,,,,,,
20775,40,Male,44,1,5,12,Premium,Annual,631,27,1,,,,,,,,,,,
20776,51,Male,16,6,2,27,Basic,Monthly,954,12,1,,,,,,,,,,,
20777,42,Female,24,23,3,20,Standard,Quarterly,801,17,1,,,,,,,,,,,
20778,57,Male,11,15,6,19,Basic,Monthly,324,4,1,,,,,,,,,,,
20779,22,Male,25,19,3,15,Premium,Monthly,893,27,1,,,,,,,,,,,
20780,59,Male,25,3,3,2,Premium,Monthly,852,2,1,,,,,,,,,,,
20781,46,Female,39,16,3,14,Premium,Monthly,245,15,1,,,,,,,,,,,
20782,44,Female,25,17,5,27,Standard,Monthly,319,7,1,,,,,,,,,,,
20783,48,Male,33,10,3,10,Premium,Quarterly,296,26,1,,,,,,,,,,,
20784,47,Female,40,7,10,13,Basic,Monthly,462,21,1,,,,,,,,,,,
20785,58,Female,32,19,1,5,Basic,Monthly,477,15,1,,,,,,,,,,,
20786,38,Female,45,8,5,27,Basic,Annual,273,8,1,,,,,,,,,,,
20787,23,Male,9,25,9,21,Standard,Monthly,505,8,1,,,,,,,,,,,
20788,38,Female,54,25,3,7,Standard,Monthly,621,20,1,,,,,,,,,,,
20789,37,Female,31,4,5,30,Basic,Monthly,418,28,1,,,,,,,,,,,
20790,26,Female,44,27,4,27,Basic,Monthly,235,16,1,,,,,,,,,,,
20791,34,Female,14,3,6,15,Basic,Quarterly,857,29,1,,,,,,,,,,,
20792,56,Female,1,9,8,6,Basic,Annual,910,6,1,,,,,,,,,,,
20793,57,Male,48,17,0,27,Basic,Monthly,281,8,1,,,,,,,,,,,
20794,32,Male,12,3,8,0,Premium,Annual,175,11,1,,,,,,,,,,,
20795,56,Female,42,27,9,21,Premium,Quarterly,295,20,1,,,,,,,,,,,
20796,55,Male,22,2,10,1,Basic,Monthly,943,17,1,,,,,,,,,,,
20797,30,Male,13,11,9,7,Premium,Annual,695,2,1,,,,,,,,,,,
20798,44,Male,50,2,9,23,Standard,Monthly,732,28,1,,,,,,,,,,,
20799,56,Male,5,11,0,12,Standard,Quarterly,563,27,1,,,,,,,,,,,
20800,55,Male,57,3,3,18,Premium,Monthly,264,12,1,,,,,,,,,,,
20801,25,Male,36,6,6,28,Premium,Monthly,282,8,1,,,,,,,,,,,
20802,42,Male,24,6,1,25,Standard,Monthly,756,13,1,,,,,,,,,,,
20803,58,Male,24,30,9,22,Standard,Annual,517,13,1,,,,,,,,,,,
20804,60,Female,9,9,10,24,Standard,Monthly,535,5,1,,,,,,,,,,,
20805,54,Female,52,21,9,16,Standard,Quarterly,771,24,1,,,,,,,,,,,
20806,50,Male,36,4,7,23,Basic,Quarterly,401,4,1,,,,,,,,,,,
20807,63,Male,8,7,8,4,Premium,Annual,400,3,1,,,,,,,,,,,
20808,38,Male,57,6,9,12,Basic,Annual,391,25,1,,,,,,,,,,,
20809,55,Female,39,18,10,23,Basic,Quarterly,155,8,1,,,,,,,,,,,
20810,51,Female,11,25,8,4,Standard,Quarterly,455,17,1,,,,,,,,,,,
20811,30,Female,16,13,8,12,Basic,Annual,951,5,1,,,,,,,,,,,
20812,27,Female,32,29,10,13,Premium,Annual,379,16,1,,,,,,,,,,,
20813,33,Female,7,10,0,19,Premium,Monthly,859,20,1,,,,,,,,,,,
20814,35,Male,46,15,8,2,Standard,Quarterly,481,26,1,,,,,,,,,,,
20815,59,Male,8,26,3,3,Premium,Monthly,795,5,1,,,,,,,,,,,
20816,39,Female,14,3,5,19,Standard,Monthly,730,28,1,,,,,,,,,,,
20817,61,Male,37,7,0,9,Premium,Quarterly,492,26,1,,,,,,,,,,,
20818,22,Male,27,29,2,15,Standard,Quarterly,278,11,1,,,,,,,,,,,
20819,36,Female,13,30,9,3,Premium,Annual,423,15,1,,,,,,,,,,,
20820,34,Male,15,2,5,1,Standard,Quarterly,830,14,1,,,,,,,,,,,
20821,54,Male,13,18,0,6,Basic,Quarterly,322,16,1,,,,,,,,,,,
20822,28,Female,1,14,1,7,Premium,Monthly,660,13,1,,,,,,,,,,,
20823,53,Male,5,24,0,0,Standard,Monthly,833,5,1,,,,,,,,,,,
20824,44,Female,5,14,5,30,Standard,Monthly,733,26,1,,,,,,,,,,,
20825,57,Male,51,28,2,16,Standard,Quarterly,545,13,1,,,,,,,,,,,
20826,28,Male,28,15,9,14,Standard,Annual,907,14,1,,,,,,,,,,,
20827,48,Male,49,18,7,22,Premium,Monthly,143,4,1,,,,,,,,,,,
20828,27,Male,51,29,5,13,Premium,Annual,513,4,1,,,,,,,,,,,
20829,28,Female,16,23,3,4,Basic,Annual,756,24,1,,,,,,,,,,,
20830,35,Male,8,12,10,4,Standard,Annual,854,30,1,,,,,,,,,,,
20831,38,Male,41,22,1,30,Basic,Monthly,748,28,1,,,,,,,,,,,
20832,46,Female,14,4,0,28,Premium,Monthly,607,4,1,,,,,,,,,,,
20833,21,Male,36,10,1,29,Premium,Annual,643,7,1,,,,,,,,,,,
20834,31,Male,59,12,6,28,Standard,Monthly,806,21,1,,,,,,,,,,,
20835,58,Female,11,1,0,10,Standard,Annual,236,9,1,,,,,,,,,,,
20836,27,Male,53,1,3,8,Standard,Monthly,915,15,1,,,,,,,,,,,
20837,63,Male,38,26,10,9,Premium,Monthly,718,17,1,,,,,,,,,,,
20838,49,Female,46,22,6,17,Basic,Quarterly,917,4,1,,,,,,,,,,,
20839,35,Female,27,12,0,4,Premium,Monthly,293,18,1,,,,,,,,,,,
20840,32,Male,11,18,9,10,Basic,Quarterly,388,25,1,,,,,,,,,,,
20841,20,Female,7,23,5,27,Standard,Quarterly,354,25,1,,,,,,,,,,,
20842,32,Female,57,14,5,11,Premium,Monthly,706,18,1,,,,,,,,,,,
20843,24,Female,35,18,10,27,Premium,Quarterly,546,13,1,,,,,,,,,,,
20844,22,Male,55,13,8,10,Standard,Quarterly,197,15,1,,,,,,,,,,,
20845,47,Male,6,29,3,18,Standard,Quarterly,338,10,1,,,,,,,,,,,
20846,62,Male,48,25,4,20,Premium,Monthly,782,5,1,,,,,,,,,,,
20847,37,Male,20,15,5,19,Standard,Annual,483,26,1,,,,,,,,,,,
20848,54,Male,6,7,4,13,Premium,Annual,624,17,1,,,,,,,,,,,
20849,56,Female,18,3,0,23,Premium,Annual,835,10,1,,,,,,,,,,,
20850,64,Female,9,18,4,1,Standard,Monthly,489,14,1,,,,,,,,,,,
20851,50,Female,23,9,9,1,Standard,Quarterly,519,8,1,,,,,,,,,,,
20852,53,Female,31,30,6,18,Premium,Monthly,160,24,1,,,,,,,,,,,
20853,26,Male,7,13,7,29,Basic,Monthly,858,13,1,,,,,,,,,,,
20854,61,Female,54,11,7,7,Basic,Quarterly,394,10,1,,,,,,,,,,,
20855,54,Male,17,27,0,19,Standard,Monthly,657,2,1,,,,,,,,,,,
20856,62,Male,35,21,7,25,Premium,Monthly,815,26,1,,,,,,,,,,,
20857,54,Male,8,17,9,28,Premium,Monthly,884,30,1,,,,,,,,,,,
20858,36,Male,28,4,7,20,Premium,Monthly,924,5,1,,,,,,,,,,,
20859,57,Male,48,27,2,11,Basic,Quarterly,912,28,1,,,,,,,,,,,
20860,28,Female,34,18,9,6,Premium,Monthly,153,15,1,,,,,,,,,,,
20861,41,Male,44,9,3,30,Basic,Monthly,698,13,1,,,,,,,,,,,
20862,19,Male,43,10,3,14,Standard,Annual,423,1,1,,,,,,,,,,,
20863,53,Female,4,25,8,18,Standard,Annual,402,21,1,,,,,,,,,,,
20864,45,Female,51,14,3,25,Basic,Annual,912,21,1,,,,,,,,,,,
20865,40,Male,7,16,1,14,Premium,Monthly,973,18,1,,,,,,,,,,,
20866,59,Male,2,29,6,26,Premium,Quarterly,978,26,1,,,,,,,,,,,
20867,60,Male,34,12,0,30,Standard,Monthly,908,30,1,,,,,,,,,,,
20868,53,Female,42,22,9,18,Basic,Monthly,822,17,1,,,,,,,,,,,
20869,19,Female,60,30,3,1,Premium,Annual,723,22,1,,,,,,,,,,,
20870,54,Female,46,2,9,3,Premium,Annual,825,14,1,,,,,,,,,,,
20871,21,Female,54,30,6,6,Basic,Annual,291,12,1,,,,,,,,,,,
20872,42,Male,41,29,7,7,Standard,Annual,242,23,1,,,,,,,,,,,
20873,25,Male,29,27,3,0,Standard,Quarterly,948,16,1,,,,,,,,,,,
20874,56,Female,23,7,10,3,Standard,Quarterly,162,29,1,,,,,,,,,,,
20875,58,Female,2,21,10,27,Standard,Quarterly,600,2,1,,,,,,,,,,,
20876,37,Female,14,25,5,14,Standard,Annual,248,27,1,,,,,,,,,,,
20877,46,Male,42,1,6,25,Basic,Annual,957,22,1,,,,,,,,,,,
20878,53,Male,43,16,7,19,Basic,Quarterly,642,30,1,,,,,,,,,,,
20879,29,Male,1,1,7,20,Premium,Quarterly,648,1,1,,,,,,,,,,,
20880,22,Male,38,24,10,23,Standard,Quarterly,889,10,1,,,,,,,,,,,
20881,38,Male,3,2,8,3,Premium,Quarterly,604,8,1,,,,,,,,,,,
20882,65,Male,6,12,8,7,Premium,Quarterly,351,3,1,,,,,,,,,,,
